RG	SM	ST	RL	R1	R2
H37VCDSXY_18973762_S43_L003	9236_BM1R1	rf	151	/PATH/TO/DATA/H37VCDSXY_18973762_S43_L003_R1_001.fastq.gz	/PATH/TO/DATA/H37VCDSXY_18973762_S43_L003_R2_001.fastq.gz
